Base_Term,Skill_Term,City,radius,indeed_url,new_jobs_count
Data Analytics,JSON,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=JSON+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,linear algebra,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=linear algebra+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,linear algebra,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=linear algebra+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Machine Learning,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Machine Learning,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Analytics&l=Jacksonville,FL&radius=25",6
Data Scientist,Map/Reduce,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Map/Reduce,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,mapping,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=mapping+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,mapping,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=mapping+Data Analytics&l=Jacksonville,FL&radius=25",6
Data Scientist,Math,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Math+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Math,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Math+Data Analytics&l=Jacksonville,FL&radius=25",10
Data Scientist,Matlab,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Matlab+Data Scientist&l=Jacksonville,FL&radius=25",1
Data Analytics,Matlab,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Matlab+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,MCMC,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=MCMC+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,MCMC,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=MCMC+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Monte-Carlo Statistics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Monte-Carlo Statistics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,multinomial modeling,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,multinomial modeling,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,MySQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=MySQL+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,MySQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=MySQL+Data Analytics&l=Jacksonville,FL&radius=25",3
Data Scientist,neural nets,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=neural nets+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,neural nets,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=neural nets+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,nix,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=nix+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,nix,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=nix+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,NoSQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=NoSQL+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,NoSQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=NoSQL+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Objective C,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Objective C+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Objective C,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Objective C+Data Analytics&l=Jacksonville,FL&radius=25",1
Data Scientist,Oracle,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Oracle+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Oracle,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Oracle+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Perl,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Perl+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Perl,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Perl+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,Pig,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Pig+Data Scientist&l=Jacksonville,FL&radius=25",1
Data Analytics,Pig,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Pig+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,PostgreSQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=PostgreSQL+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,PostgreSQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=PostgreSQL+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Product Development,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Product Development+Data Scientist&l=Jacksonville,FL&radius=25",6
Data Analytics,Product Development,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Product Development+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,project management,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=project management+Data Scientist&l=Jacksonville,FL&radius=25",9
Data Analytics,project management,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=project management+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Python,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Python+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Python,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Python+Data Analytics&l=Jacksonville,FL&radius=25",4
Data Scientist,R,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=R+Data Scientist&l=Jacksonville,FL&radius=25",1
Data Analytics,R,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=R+Data Analytics&l=Jacksonville,FL&radius=25",5
Data Scientist,Rails,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Rails+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Rails,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Rails+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,real analysis,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=real analysis+Data Scientist&l=Jacksonville,FL&radius=25",2
Data Analytics,real analysis,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=real analysis+Data Analytics&l=Jacksonville,FL&radius=25",6
Data Scientist,RegEx,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=RegEx+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,RegEx,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=RegEx+Data Analytics&l=Jacksonville,FL&radius=25",1
Data Scientist,Ruby,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Ruby+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Ruby,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Ruby+Data Analytics&l=Jacksonville,FL&radius=25",1
Data Scientist,SAS ,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SAS +Data Scientist&l=Jacksonville,FL&radius=25",1
Data Analytics,SAS ,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SAS +Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Simulation,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Simulation+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Simulation,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Simulation+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,social networks,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=social networks+Data Scientist&l=Jacksonville,FL&radius=25",1
Data Analytics,social networks,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=social networks+Data Analytics&l=Jacksonville,FL&radius=25",4
Data Scientist,Spatial Statistics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Spatial Statistics+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Spatial Statistics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Spatial Statistics+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,SPSS,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SPSS+Data Scientist&l=Jacksonville,FL&radius=25",1
Data Analytics,SPSS,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SPSS+Data Analytics&l=Jacksonville,FL&radius=25",3
Data Scientist,SQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SQL+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,SQL,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SQL+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Stata,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Stata+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Stata,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Stata+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,statistical graphics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=statistical graphics+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,statistical graphics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=statistical graphics+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,Statistics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Statistics+Data Scientist&l=Jacksonville,FL&radius=25",2
Data Analytics,Statistics,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Statistics+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Structured Data,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Structured Data+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Structured Data,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Structured Data+Data Analytics&l=Jacksonville,FL&radius=25",3
Data Scientist,Surveys and Marketing,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Surveys and Marketing+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Surveys and Marketing,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Surveys and Marketing+Data Analytics&l=Jacksonville,FL&radius=25",1
Data Scientist,SVM,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SVM+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,SVM,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=SVM+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Systems Administration,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Systems Administration+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Systems Administration,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Systems Administration+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,technical writing/publishing,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=technical writing/publishing+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,technical writing/publishing,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=technical writing/publishing+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,Teradata,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Teradata+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Teradata,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Teradata+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,text mining,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=text mining+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,text mining,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=text mining+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,time-series analysis,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=time-series analysis+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,time-series analysis,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=time-series analysis+Data Analytics&l=Jacksonville,FL&radius=25",2
Data Scientist,UNIX ,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=UNIX +Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,UNIX ,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=UNIX +Data Analytics&l=Jacksonville,FL&radius=25",10
Data Scientist,Unstructured Data,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Unstructured Data+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Unstructured Data,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Unstructured Data+Data Analytics&l=Jacksonville,FL&radius=25",1
Data Scientist,Visualisation,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Visualisation+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,Visualisation,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=Visualisation+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,web-based data-viz,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=web-based data-viz+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,web-based data-viz,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=web-based data-viz+Data Analytics&l=Jacksonville,FL&radius=25",0
Data Scientist,XML,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=XML+Data Scientist&l=Jacksonville,FL&radius=25",0
Data Analytics,XML,"Jacksonville,FL",25,"http://www.indeed.com/jobs?q=XML+Data Analytics&l=Jacksonville,FL&radius=25",7
Data Scientist,agent-based Simulation,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=agent-based Simulation+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,agent-based Simulation,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=agent-based Simulation+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,ANOVA,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=ANOVA+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,ANOVA,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=ANOVA+Data Analytics&l=Indianapolis,IN&radius=25",3
Data Scientist,Bayes networks,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Bayes networks+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,Bayes networks,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Bayes networks+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Bayesian Statistics,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Bayesian Statistics+Data Scientist&l=Indianapolis,IN&radius=25",6
Data Analytics,Bayesian Statistics,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Bayesian Statistics+Data Analytics&l=Indianapolis,IN&radius=25",2
Data Scientist,Big Data,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Indianapolis,IN&radius=25",9
Data Analytics,Big Data,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Big Data+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,BUGS,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=BUGS+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,BUGS,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=BUGS+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,C,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=C+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,C,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=C+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,calculus,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=calculus+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,calculus,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=calculus+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,cloud tech,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=cloud tech+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,cloud tech,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=cloud tech+Data Analytics&l=Indianapolis,IN&radius=25",7
Data Scientist,clustering,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=clustering+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,clustering,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=clustering+Data Analytics&l=Indianapolis,IN&radius=25",2
Data Scientist,continuous Simulation,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=continuous Simulation+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,continuous Simulation,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=continuous Simulation+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,convex Optimization,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=convex Optimization+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,convex Optimization,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=convex Optimization+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,CSS,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=CSS+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,CSS,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=CSS+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,DBA,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=DBA+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,DBA,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=DBA+Data Analytics&l=Indianapolis,IN&radius=25",4
Data Scientist,decision trees,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=decision trees+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,decision trees,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=decision trees+Data Analytics&l=Indianapolis,IN&radius=25",2
Data Scientist,design,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=design+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,design,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=design+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,discrete Simulation,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=discrete Simulation+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,discrete Simulation,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=discrete Simulation+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Distributed Data,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Distributed Data+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,Distributed Data,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Distributed Data+Data Analytics&l=Indianapolis,IN&radius=25",3
Data Scientist,experimental design,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=experimental design+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,experimental design,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=experimental design+Data Analytics&l=Indianapolis,IN&radius=25",3
Data Scientist,forecasting,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=forecasting+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,forecasting,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=forecasting+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,general linear model,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=general linear model+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,general linear model,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=general linear model+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,geographic covariates,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=geographic covariates+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,geographic covariates,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=geographic covariates+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,GIS,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=GIS+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,GIS,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=GIS+Data Analytics&l=Indianapolis,IN&radius=25",1
Data Scientist,global Optimization,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=global Optimization+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,global Optimization,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=global Optimization+Data Analytics&l=Indianapolis,IN&radius=25",2
Data Scientist,Graphical Models,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Graphical Models+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,Graphical Models,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Graphical Models+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Hadoop,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Indianapolis,IN&radius=25",5
Data Analytics,Hadoop,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Hadoop+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Hive,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Indianapolis,IN&radius=25",3
Data Analytics,Hive,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Hive+Data Analytics&l=Indianapolis,IN&radius=25",4
Data Scientist,HTML,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=HTML+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,HTML,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=HTML+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,integer Optimization,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=integer Optimization+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,integer Optimization,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=integer Optimization+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,JAVA,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=JAVA+Data Scientist&l=Indianapolis,IN&radius=25",5
Data Analytics,JAVA,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=JAVA+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,JavaScript,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=JavaScript+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,JavaScript,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=JavaScript+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,JSON,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=JSON+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,JSON,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=JSON+Data Analytics&l=Indianapolis,IN&radius=25",6
Data Scientist,linear algebra,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=linear algebra+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,linear algebra,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=linear algebra+Data Analytics&l=Indianapolis,IN&radius=25",2
Data Scientist,Machine Learning,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Indianapolis,IN&radius=25",5
Data Analytics,Machine Learning,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Analytics&l=Indianapolis,IN&radius=25",7
Data Scientist,Map/Reduce,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,Map/Reduce,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Analytics&l=Indianapolis,IN&radius=25",1
Data Scientist,mapping,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=mapping+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,mapping,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=mapping+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Math,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Math+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,Math,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Math+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Matlab,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Matlab+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,Matlab,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Matlab+Data Analytics&l=Indianapolis,IN&radius=25",6
Data Scientist,MCMC,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=MCMC+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,MCMC,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=MCMC+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,Monte-Carlo Statistics,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,Monte-Carlo Statistics,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,multinomial modeling,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,multinomial modeling,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,MySQL,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=MySQL+Data Scientist&l=Indianapolis,IN&radius=25",1
Data Analytics,MySQL,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=MySQL+Data Analytics&l=Indianapolis,IN&radius=25",6
Data Scientist,neural nets,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=neural nets+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,neural nets,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=neural nets+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,nix,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=nix+Data Scientist&l=Indianapolis,IN&radius=25",0
Data Analytics,nix,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=nix+Data Analytics&l=Indianapolis,IN&radius=25",0
Data Scientist,NoSQL,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=NoSQL+Data Scientist&l=Indianapolis,IN&radius=25",2
Data Analytics,NoSQL,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=NoSQL+Data Analytics&l=Indianapolis,IN&radius=25",6
Data Scientist,Objective C,"Indianapolis,IN",25,"http://www.indeed.com/jobs?q=Objective C+Data Scientist&l=Indianapolis,IN&radius=25",0
