Base_Term,Skill_Term,City,radius,indeed_url,new_jobs_count
Data Analytics,linear algebra,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=linear algebra+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Machine Learning,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Machine Learning,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Map/Reduce,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Map/Reduce,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,mapping,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=mapping+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,mapping,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=mapping+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Math,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Math+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Math,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Math+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Matlab,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Matlab+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Matlab,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Matlab+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,MCMC,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=MCMC+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,MCMC,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=MCMC+Data Analytics&l=Fort Worth,TX&radius=25",3
Data Scientist,Monte-Carlo Statistics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Monte-Carlo Statistics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Analytics&l=Fort Worth,TX&radius=25",1
Data Scientist,multinomial modeling,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,multinomial modeling,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,MySQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=MySQL+Data Scientist&l=Fort Worth,TX&radius=25",1
Data Analytics,MySQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=MySQL+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,neural nets,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=neural nets+Data Scientist&l=Fort Worth,TX&radius=25",1
Data Analytics,neural nets,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=neural nets+Data Analytics&l=Fort Worth,TX&radius=25",1
Data Scientist,nix,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=nix+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,nix,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=nix+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,NoSQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=NoSQL+Data Scientist&l=Fort Worth,TX&radius=25",5
Data Analytics,NoSQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=NoSQL+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Objective C,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Objective C+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Objective C,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Objective C+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Oracle,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Oracle+Data Scientist&l=Fort Worth,TX&radius=25",3
Data Analytics,Oracle,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Oracle+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Perl,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Perl+Data Scientist&l=Fort Worth,TX&radius=25",11
Data Analytics,Perl,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Perl+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Pig,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Pig+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Pig,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Pig+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,PostgreSQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=PostgreSQL+Data Scientist&l=Fort Worth,TX&radius=25",1
Data Analytics,PostgreSQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=PostgreSQL+Data Analytics&l=Fort Worth,TX&radius=25",1
Data Scientist,Product Development,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Product Development+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Product Development,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Product Development+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,project management,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=project management+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,project management,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=project management+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Python,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Python+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Python,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Python+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,R,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=R+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,R,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=R+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Rails,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Rails+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,Rails,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Rails+Data Analytics&l=Fort Worth,TX&radius=25",4
Data Scientist,real analysis,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=real analysis+Data Scientist&l=Fort Worth,TX&radius=25",3
Data Analytics,real analysis,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=real analysis+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,RegEx,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=RegEx+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,RegEx,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=RegEx+Data Analytics&l=Fort Worth,TX&radius=25",1
Data Scientist,Ruby,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Ruby+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Ruby,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Ruby+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,SAS ,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SAS +Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,SAS ,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SAS +Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Simulation,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Simulation+Data Scientist&l=Fort Worth,TX&radius=25",3
Data Analytics,Simulation,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Simulation+Data Analytics&l=Fort Worth,TX&radius=25",3
Data Scientist,social networks,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=social networks+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,social networks,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=social networks+Data Analytics&l=Fort Worth,TX&radius=25",9
Data Scientist,Spatial Statistics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Spatial Statistics+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Spatial Statistics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Spatial Statistics+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,SPSS,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SPSS+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,SPSS,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SPSS+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,SQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SQL+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,SQL,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SQL+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Stata,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Stata+Data Scientist&l=Fort Worth,TX&radius=25",4
Data Analytics,Stata,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Stata+Data Analytics&l=Fort Worth,TX&radius=25",3
Data Scientist,statistical graphics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=statistical graphics+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,statistical graphics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=statistical graphics+Data Analytics&l=Fort Worth,TX&radius=25",2
Data Scientist,Statistics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Statistics+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Statistics,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Statistics+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Structured Data,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Structured Data+Data Scientist&l=Fort Worth,TX&radius=25",3
Data Analytics,Structured Data,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Structured Data+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Surveys and Marketing,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Surveys and Marketing+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Surveys and Marketing,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Surveys and Marketing+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,SVM,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SVM+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,SVM,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=SVM+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Systems Administration,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Systems Administration+Data Scientist&l=Fort Worth,TX&radius=25",1
Data Analytics,Systems Administration,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Systems Administration+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,technical writing/publishing,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=technical writing/publishing+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,technical writing/publishing,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=technical writing/publishing+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Teradata,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Teradata+Data Scientist&l=Fort Worth,TX&radius=25",7
Data Analytics,Teradata,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Teradata+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,text mining,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=text mining+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,text mining,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=text mining+Data Analytics&l=Fort Worth,TX&radius=25",2
Data Scientist,time-series analysis,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=time-series analysis+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,time-series analysis,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=time-series analysis+Data Analytics&l=Fort Worth,TX&radius=25",9
Data Scientist,UNIX ,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=UNIX +Data Scientist&l=Fort Worth,TX&radius=25",9
Data Analytics,UNIX ,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=UNIX +Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Unstructured Data,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Unstructured Data+Data Scientist&l=Fort Worth,TX&radius=25",2
Data Analytics,Unstructured Data,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Unstructured Data+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,Visualisation,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Visualisation+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,Visualisation,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=Visualisation+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,web-based data-viz,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=web-based data-viz+Data Scientist&l=Fort Worth,TX&radius=25",0
Data Analytics,web-based data-viz,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=web-based data-viz+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,XML,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=XML+Data Scientist&l=Fort Worth,TX&radius=25",4
Data Analytics,XML,"Fort Worth,TX",25,"http://www.indeed.com/jobs?q=XML+Data Analytics&l=Fort Worth,TX&radius=25",0
Data Scientist,agent-based Simulation,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=agent-based Simulation+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,agent-based Simulation,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=agent-based Simulation+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,ANOVA,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=ANOVA+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,ANOVA,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=ANOVA+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Bayes networks,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Bayes networks+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,Bayes networks,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Bayes networks+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Bayesian Statistics,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Bayesian Statistics+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,Bayesian Statistics,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Bayesian Statistics+Data Analytics&l=Charlotte,NC&radius=25",4
Data Scientist,Big Data,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Charlotte,NC&radius=25",3
Data Analytics,Big Data,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Big Data+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,BUGS,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=BUGS+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,BUGS,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=BUGS+Data Analytics&l=Charlotte,NC&radius=25",1
Data Scientist,C,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=C+Data Scientist&l=Charlotte,NC&radius=25",3
Data Analytics,C,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=C+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,calculus,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=calculus+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,calculus,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=calculus+Data Analytics&l=Charlotte,NC&radius=25",3
Data Scientist,cloud tech,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=cloud tech+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,cloud tech,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=cloud tech+Data Analytics&l=Charlotte,NC&radius=25",2
Data Scientist,clustering,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=clustering+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,clustering,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=clustering+Data Analytics&l=Charlotte,NC&radius=25",3
Data Scientist,continuous Simulation,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=continuous Simulation+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,continuous Simulation,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=continuous Simulation+Data Analytics&l=Charlotte,NC&radius=25",1
Data Scientist,convex Optimization,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=convex Optimization+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,convex Optimization,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=convex Optimization+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,CSS,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=CSS+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,CSS,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=CSS+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,DBA,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=DBA+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,DBA,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=DBA+Data Analytics&l=Charlotte,NC&radius=25",8
Data Scientist,decision trees,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=decision trees+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,decision trees,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=decision trees+Data Analytics&l=Charlotte,NC&radius=25",7
Data Scientist,design,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=design+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,design,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=design+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,discrete Simulation,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=discrete Simulation+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,discrete Simulation,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=discrete Simulation+Data Analytics&l=Charlotte,NC&radius=25",2
Data Scientist,Distributed Data,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Distributed Data+Data Scientist&l=Charlotte,NC&radius=25",2
Data Analytics,Distributed Data,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Distributed Data+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,experimental design,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=experimental design+Data Scientist&l=Charlotte,NC&radius=25",5
Data Analytics,experimental design,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=experimental design+Data Analytics&l=Charlotte,NC&radius=25",4
Data Scientist,forecasting,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=forecasting+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,forecasting,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=forecasting+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,general linear model,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=general linear model+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,general linear model,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=general linear model+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,geographic covariates,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=geographic covariates+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,geographic covariates,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=geographic covariates+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,GIS,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=GIS+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,GIS,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=GIS+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,global Optimization,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=global Optimization+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,global Optimization,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=global Optimization+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Graphical Models,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Graphical Models+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,Graphical Models,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Graphical Models+Data Analytics&l=Charlotte,NC&radius=25",1
Data Scientist,Hadoop,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Charlotte,NC&radius=25",5
Data Analytics,Hadoop,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Hadoop+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Hive,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Charlotte,NC&radius=25",2
Data Analytics,Hive,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Hive+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,HTML,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=HTML+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,HTML,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=HTML+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,integer Optimization,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=integer Optimization+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,integer Optimization,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=integer Optimization+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,JAVA,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=JAVA+Data Scientist&l=Charlotte,NC&radius=25",4
Data Analytics,JAVA,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=JAVA+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,JavaScript,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=JavaScript+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,JavaScript,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=JavaScript+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,JSON,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=JSON+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,JSON,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=JSON+Data Analytics&l=Charlotte,NC&radius=25",9
Data Scientist,linear algebra,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=linear algebra+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,linear algebra,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=linear algebra+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Machine Learning,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Charlotte,NC&radius=25",4
Data Analytics,Machine Learning,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Machine Learning+Data Analytics&l=Charlotte,NC&radius=25",10
Data Scientist,Map/Reduce,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,Map/Reduce,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Map/Reduce+Data Analytics&l=Charlotte,NC&radius=25",7
Data Scientist,mapping,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=mapping+Data Scientist&l=Charlotte,NC&radius=25",4
Data Analytics,mapping,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=mapping+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Math,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Math+Data Scientist&l=Charlotte,NC&radius=25",3
Data Analytics,Math,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Math+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Matlab,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Matlab+Data Scientist&l=Charlotte,NC&radius=25",2
Data Analytics,Matlab,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Matlab+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,MCMC,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=MCMC+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,MCMC,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=MCMC+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Monte-Carlo Statistics,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,Monte-Carlo Statistics,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Monte-Carlo Statistics+Data Analytics&l=Charlotte,NC&radius=25",9
Data Scientist,multinomial modeling,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,multinomial modeling,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=multinomial modeling+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,MySQL,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=MySQL+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,MySQL,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=MySQL+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,neural nets,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=neural nets+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,neural nets,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=neural nets+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,nix,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=nix+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,nix,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=nix+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,NoSQL,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=NoSQL+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,NoSQL,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=NoSQL+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Objective C,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Objective C+Data Scientist&l=Charlotte,NC&radius=25",0
Data Analytics,Objective C,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Objective C+Data Analytics&l=Charlotte,NC&radius=25",7
Data Scientist,Oracle,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Oracle+Data Scientist&l=Charlotte,NC&radius=25",1
Data Analytics,Oracle,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Oracle+Data Analytics&l=Charlotte,NC&radius=25",0
Data Scientist,Perl,"Charlotte,NC",25,"http://www.indeed.com/jobs?q=Perl+Data Scientist&l=Charlotte,NC&radius=25",0
